item[0]
http://vocab.getty.edu/aat/300034787
http://vocab.getty.edu/aat/300000885
http://vocab.getty.edu/aat/300005425
http://vocab.getty.edu/aat/300005433
http://vocab.getty.edu/aat/300015424
http://vocab.getty.edu/aat/300052267
http://vocab.getty.edu/aat/300124520
http://vocab.getty.edu/aat/300263552
http://vocab.getty.edu/aat/300265418
http://vocab.getty.edu/aat/300004435
http://vocab.getty.edu/aat/300005147
http://vocab.getty.edu/aat/300005230
http://vocab.getty.edu/aat/300005283
http://vocab.getty.edu/aat/300124515
http://vocab.getty.edu/aat/300015338
http://vocab.getty.edu/aat/300005182
http://vocab.getty.edu/aat/300007043
http://vocab.getty.edu/aat/300007166
http://vocab.getty.edu/aat/300006164
http://vocab.getty.edu/aat/300006191
http://vocab.getty.edu/aat/300007391
http://vocab.getty.edu/aat/300007466
http://vocab.getty.edu/aat/300263489
http://vocab.getty.edu/aat/300005214
http://vocab.getty.edu/aat/300007117
http://vocab.getty.edu/aat/300007135
http://vocab.getty.edu/aat/300007700
http://vocab.getty.edu/aat/300007722
http://vocab.getty.edu/aat/300000994
http://vocab.getty.edu/aat/300002803
http://vocab.getty.edu/aat/300004590
http://vocab.getty.edu/aat/300037581
http://vocab.getty.edu/aat/300051944
http://vocab.getty.edu/aat/300180081
http://vocab.getty.edu/aat/300181215
http://vocab.getty.edu/aat/300004507
http://vocab.getty.edu/aat/300241583
http://vocab.getty.edu/aat/300002765
http://vocab.getty.edu/aat/300000202
http://vocab.getty.edu/aat/300000330
http://vocab.getty.edu/aat/300006617
http://vocab.getty.edu/aat/300005610
http://vocab.getty.edu/aat/300005135
http://vocab.getty.edu/aat/300005238
http://vocab.getty.edu/aat/300003933
http://vocab.getty.edu/aat/300008059
http://vocab.getty.edu/aat/300034065
http://vocab.getty.edu/aat/300006653
http://vocab.getty.edu/aat/300006676
http://vocab.getty.edu/aat/300006049
http://vocab.getty.edu/aat/300122210
http://vocab.getty.edu/aat/300005371
http://vocab.getty.edu/aat/300007063
